Catalog Number,Calendar Date,Eclipse Time,Delta T (s),Lunation Number,Saros Number,Eclipse Type,Gamma,Eclipse Magnitude,Latitude,Longitude,Sun Altitude,Sun Azimuth,Path Width (km),Central Duration,Datetime,ISO Date,location,moon_theta,moon_phi,sun_theta,sun_phi
9484,1989 March 7,18:08:41,56,-134,149,P,1.0981,0.8268,61.2N,169.8W,0,101,,,1989-03-07 18:08:41,1989-03-07T18:08:41.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",346.27,0.749169,347.295,-0.00105869
9485,1989 August 31,05:31:47,57,-128,154,P,-1.1928,0.6344,61.3S,23.6E,0,72,,,1989-08-31 05:31:47,1989-08-31T05:31:47.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",158.675,-1.42401,157.937,-0.000509436
9486,1990 January 26,19:31:24,57,-123,121,A,-0.9457,0.9670000000000001,71.0S,22.2W,18,266,373,02m03s,1990-01-26 19:31:24,1990-01-26T19:31:24.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",306.132,-1.24176,306.721,-0.00183901
9487,1990 July 22,03:03:07,57,-117,126,T,0.7597,1.0391,65.2N,168.9E,40,222,201,02m33s,1990-07-22 03:03:07,1990-07-22T03:03:07.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",120.012,0.0983423,119.198,-0.000673262
9488,1991 January 15,23:53:51,58,-111,131,A,-0.2727,0.929,36.4S,170.4W,74,341,277,07m53s,1991-01-15 23:53:51,1991-01-15T23:53:51.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",295.506,-0.608741,295.453,-0.00198193
9489,1991 July 11,19:07:01,58,-105,136,Tm,-0.0041,1.08,22.0N,105.2W,90,30,258,06m53s,1991-07-11 19:07:01,1991-07-11T19:07:01.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",108.57,-0.871479,109.093,-0.000833868
9490,1992 January 4,23:05:37,58,-99,141,A,0.4091,0.9179,1.0N,169.7W,66,169,340,11m41s,1992-01-04 23:05:37,1992-01-04T23:05:37.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",283.856,0.0389552,283.953,-0.0019021
9491,1992 June 30,12:11:22,59,-93,146,T,-0.7512,1.0592,25.2S,9.5W,41,10,294,05m21s,1992-06-30 12:11:22,1992-06-30T12:11:22.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",98.825,-1.15259,99.0369,6.11889e-05
9492,1992 December 24,00:31:41,59,-87,151,P,1.0711,0.8422,65.7N,155.7E,0,165,,,1992-12-24 00:31:41,1992-12-24T00:31:41.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",272.67,0.630869,272.544,-0.00187878
9493,1993 May 21,14:20:15,59,-82,118,P,1.1372,0.7352,68.8N,162.3E,0,17,,,1993-05-21 14:20:15,1993-05-21T14:20:15.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",60.1477,0.719465,60.6165,-0.000206957
9494,1993 November 13,21:45:51,60,-76,123,P,-1.0411,0.9279999999999999,69.6S,58.3E,0,153,,,1993-11-13 21:45:51,1993-11-13T21:45:51.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",231.629,-1.51916,231.613,-0.00196111
9495,1994 May 10,17:12:27,60,-70,128,A,0.4077,0.9431,41.5N,84.1W,66,168,230,06m13s,1994-05-10 17:12:27,1994-05-10T17:12:27.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",49.1423,-0.0418149,49.8801,-0.000552947
9496,1994 November 3,13:40:06,61,-64,133,T,-0.3522,1.0535,35.4S,34.2W,69,15,189,04m23s,1994-11-03 13:40:06,1994-11-03T13:40:06.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",220.822,-1.3053,220.972,-0.00268761
9497,1995 April 29,17:33:20,61,-58,138,A,-0.3382,0.9497,4.8S,79.4W,70,348,196,06m37s,1995-04-29 17:33:20,1995-04-29T17:33:20.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",38.159,-0.697599,38.9942,-0.000620979
9498,1995 October 24,04:33:30,61,-52,143,T,0.3518,1.0213,8.4N,113.2E,69,195,78,02m10s,1995-10-24 04:33:30,1995-10-24T04:33:30.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",211.206,-0.0270045,210.348,-0.00106562
9499,1996 April 17,22:38:12,62,-46,148,P,-1.058,0.8799,71.3S,104.0W,0,306,,,1996-04-17 22:38:12,1996-04-17T22:38:12.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",27.7741,-1.67769,28.2328,-0.00139573
9500,1996 October 12,14:03:04,62,-40,153,P,1.1227,0.7575,71.7N,32.1E,0,245,,,1996-10-12 14:03:04,1996-10-12T14:03:04.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",199.291,0.207782,199.562,-0.00257023
9501,1997 March 9,01:24:51,62,-35,120,T,0.9183,1.042,57.8N,130.7E,23,146,356,02m50s,1997-03-09 01:24:51,1997-03-09T01:24:51.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",348.732,0.17584,348.553,-0.00174963
9502,1997 September 2,00:04:48,63,-29,125,P,-1.0352,0.8988,71.8S,114.3E,0,64,,,1997-09-02 00:04:48,1997-09-02T00:04:48.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",160.095,-1.51174,159.6,-0.00170269
9503,1998 February 26,17:29:27,63,-23,130,T,0.2391,1.0441,4.7N,82.7W,76,164,151,04m09s,1998-02-26 17:29:27,1998-02-26T17:29:27.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",337.038,-0.138472,337.934,-0.000896695
9504,1998 August 22,02:07:11,63,-17,135,A,-0.2644,0.9734,3.0S,145.4E,75,14,99,03m14s,1998-08-22 02:07:11,1998-08-22T02:07:11.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",149.523,-0.769165,148.819,-0.00137447
9505,1999 February 16,06:34:38,63,-11,140,A,-0.4726,0.9928,39.8S,93.9E,62,342,29,00m40s,1999-02-16 06:34:38,1999-02-16T06:34:38.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",327.487,-1.34415,327.143,-0.00246872
9506,1999 August 11,11:04:09,64,-5,145,T,0.5062,1.0286,45.1N,24.3E,59,197,112,02m23s,1999-08-11 11:04:09,1999-08-11T11:04:09.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",138.507,0.0566527,138.355,-0.00105195
9507,2000 February 5,12:50:27,64,1,150,P,-1.2233,0.5795,70.2S,134.1E,0,215,,,2000-02-05 12:50:27,2000-02-05T12:50:27.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",315.459,-1.80978,316.019,-0.00187394
9508,2000 July 1,19:33:34,64,6,117,P,-1.2821,0.4768,66.9S,109.5W,0,358,,,2000-07-01 19:33:34,2000-07-01T19:33:34.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",99.8308,-2.15784,100.236,-0.00218175
9509,2000 July 31,02:14:08,64,7,155,P,1.2166,0.6034,69.5N,59.9W,0,333,,,2000-07-31 02:14:08,2000-07-31T02:14:08.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",128.766,0.547319,128.178,-0.00171175
9510,2000 December 25,17:35:57,64,12,122,P,1.1367,0.7228,66.3N,74.1W,0,189,,,2000-12-25 17:35:57,2000-12-25T17:35:57.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",273.683,0.484462,274.23,-0.00128873
9511,2001 June 21,12:04:46,64,18,127,T,-0.5701,1.0495,11.3S,2.7E,55,355,200,04m57s,2001-06-21 12:04:46,2001-06-21T12:04:46.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",90.0675,-0.940262,90.1572,-0.00118323
9512,2001 December 14,20:53:01,64,24,132,A,0.4089,0.9681,0.6N,130.7W,66,188,126,03m53s,2001-12-14 20:53:01,2001-12-14T20:53:01.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",262.607,-0.0206977,262.91,-0.00081474
9513,2002 June 10,23:45:22,64,30,137,A,0.1993,0.9962,34.5N,178.6W,78,169,13,00m23s,2002-06-10 23:45:22,2002-06-10T23:45:22.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",79.8897,-0.681454,79.8715,-0.00252683
9514,2002 December 4,07:32:16,64,36,142,T,-0.302,1.0244,39.5S,59.6E,72,16,87,02m04s,2002-12-04 07:32:16,2002-12-04T07:32:16.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",252.58,-1.02895,251.928,-0.00138598
9515,2003 May 31,04:09:22,64,42,147,An,0.996,0.9384,66.6N,24.5W,3,35,-,03m37s,2003-05-31 04:09:22,2003-05-31T04:09:22.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",69.7146,0.158697,69.2775,-0.00238554
9516,2003 November 23,22:50:22,64,48,152,T,-0.9638,1.0379,72.7S,88.4E,15,111,495,01m57s,2003-11-23 22:50:22,2003-11-23T22:50:22.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",241.14,-1.36941,241.172,-0.000521027
9517,2004 April 19,13:35:05,65,53,119,P,-1.1335,0.7367,61.6S,44.3E,0,295,,,2004-04-19 13:35:05,2004-04-19T13:35:05.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",29.33,-1.40448,29.7649,-0.00129789
9518,2004 October 14,03:00:23,65,59,124,P,1.0348,0.9282,61.2N,153.7W,0,253,,,2004-10-14 03:00:23,2004-10-14T03:00:23.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",201.936,0.643879,201.043,-0.000479926
9519,2005 April 8,20:36:51,65,65,129,H,-0.3473,1.0074,10.6S,119.0W,70,332,27,00m42s,2005-04-08 20:36:51,2005-04-08T20:36:51.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",18.3847,-0.844622,19.0246,-0.00153879
9520,2005 October 3,10:32:47,65,71,134,A,0.3306,0.9576,12.9N,28.7E,71,209,162,04m32s,2005-10-03 10:32:47,2005-10-03T10:32:47.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",190.623,-0.301326,190.234,-0.00119614
9521,2006 March 29,10:12:23,65,77,139,T,0.3843,1.0515,23.2N,16.7E,67,149,184,04m07s,2006-03-29 10:12:23,2006-03-29T10:12:23.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",8.38847,-0.308024,8.49118,-0.00192056
9522,2006 September 22,11:41:16,65,83,144,A,-0.4062,0.9352,20.6S,9.1W,66,31,261,07m09s,2006-09-22 11:41:16,2006-09-22T11:41:16.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",179.366,-0.985719,179.235,-0.00151912
9523,2007 March 19,02:32:57,65,89,149,P,1.0728,0.8756,61.0N,55.5E,0,92,,,2007-03-19 02:32:57,2007-03-19T02:32:57.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",358.125,0.224523,358.006,-0.00203008
9524,2007 September 11,12:32:24,66,95,154,P,-1.1255,0.7507,61.0S,90.2W,0,80,,,2007-09-11 12:32:24,2007-09-11T12:32:24.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",168.214,-1.67799,168.289,-0.00193041
9525,2008 February 7,03:56:10,66,100,121,A,-0.9570000000000001,0.965,67.6S,150.5W,16,269,444,02m12s,2008-02-07 03:56:10,2008-02-07T03:56:10.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",318.143,-1.62602,317.625,-0.00114123
9526,2008 August 1,10:22:12,66,106,126,T,0.8307,1.0394,65.7N,72.3E,34,235,237,02m27s,2008-08-01 10:22:12,2008-08-01T10:22:12.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",129.795,0.438417,129.41,-0.00177957
9527,2009 January 26,07:59:45,66,112,131,A,-0.282,0.9282,34.1S,70.2E,73,337,280,07m54s,2009-01-26 07:59:45,2009-01-26T07:59:45.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",306.712,-1.08956,306.367,-0.00149031
9528,2009 July 22,02:36:25,66,118,136,T,0.0698,1.0799,24.2N,144.1E,86,198,258,06m39s,2009-07-22 02:36:25,2009-07-22T02:36:25.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",120.031,-0.630097,119.304,-0.00257358
9529,2010 January 15,07:07:39,67,124,141,A,0.4002,0.919,1.6N,69.3E,66,165,333,11m08s,2010-01-15 07:07:39,2010-01-15T07:07:39.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",295.288,-0.422317,294.873,-0.00102926
9530,2010 July 11,19:34:38,67,130,146,T,-0.6788,1.058,19.7S,121.9W,47,14,259,05m20s,2010-07-11 19:34:38,2010-07-11T19:34:38.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",108.707,-1.55456,109.236,-0.00332425
9531,2011 January 4,08:51:42,67,136,151,P,1.0627,0.8576,64.7N,20.8E,0,155,,,2011-01-04 08:51:42,2011-01-04T08:51:42.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",283.702,0.144254,283.477,-0.000764104
9532,2011 June 1,21:17:18,67,141,118,P,1.213,0.601,67.8N,46.8E,0,6,,,2011-06-01 21:17:18,2011-06-01T21:17:18.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",70.5654,0.347357,70.872,-0.00349659
9533,2011 July 1,08:39:30,67,142,156,Pb,-1.4917,0.0971,65.2S,28.6E,0,21,,,2011-07-01 08:39:30,2011-07-01T08:39:30.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",99.3696,-1.81927,99.0288,-0.00259001
9534,2011 November 25,06:21:24,68,147,123,P,-1.0536,0.9047,68.6S,82.4W,0,165,,,2011-11-25 06:21:24,2011-11-25T06:21:24.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",243.371,-1.65757,242.449,7.63969e-05
9535,2012 May 20,23:53:54,68,153,128,A,0.4828,0.9439,49.1N,176.3E,61,171,237,05m46s,2012-05-20 23:53:54,2012-05-20T23:53:54.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",60.1675,-0.384296,60.1654,-0.00371395
9536,2012 November 13,22:12:55,68,159,133,T,-0.3719,1.05,40.0S,161.3W,68,11,179,04m02s,2012-11-13 22:12:55,2012-11-13T22:12:55.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",231.784,-0.83665,231.758,0.000347449
9537,2013 May 10,00:26:20,68,165,138,A,-0.2694,0.9544,2.2N,175.5E,74,350,173,06m03s,2013-05-10 00:26:20,2013-05-10T00:26:20.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",49.3042,-1.05883,49.329,-0.00359802
9538,2013 November 3,12:47:36,68,171,143,H3,0.3272,1.0159,3.5N,11.7W,71,192,58,01m40s,2013-11-03 12:47:36,2013-11-03T12:47:36.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",220.986,-0.570107,221.062,-0.00116463
9539,2014 April 29,06:04:33,69,177,148,A-,-1.0,0.9868,70.6S,131.3E,0,319,-,-,2014-04-29 06:04:33,2014-04-29T06:04:33.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",39.0039,-1.7484,38.6515,-0.00329563
9540,2014 October 23,21:45:39,69,183,153,P,1.0908,0.8114,71.2N,97.2W,0,231,,,2014-10-23 21:45:39,2014-10-23T21:45:39.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",210.091,0.456786,210.196,-0.000211696
9541,2015 March 20,09:46:47,69,188,120,T,0.9454,1.0445,64.4N,6.6W,18,135,463,02m47s,2015-03-20 09:46:47,2015-03-20T09:46:47.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",359.333,0.187081,359.245,-0.00204773
9542,2015 September 13,06:55:19,69,194,125,P,-1.1004,0.7875,72.1S,2.3W,0,77,,,2015-09-13 06:55:19,2015-09-13T06:55:19.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",170.838,-1.32198,169.96,-0.00118225
9543,2016 March 9,01:58:19,70,200,130,T,0.2609,1.045,10.1N,148.8E,75,162,155,04m09s,2016-03-09 01:58:19,2016-03-09T01:58:19.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",348.891,-0.518791,348.702,-0.00169628
9544,2016 September 1,09:08:02,70,206,135,A,-0.33299999999999996,0.9736,10.7S,37.8E,70,16,100,03m06s,2016-09-01 09:08:02,2016-09-01T09:08:02.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",159.699,-0.706601,159.122,-0.00143723
9545,2017 February 26,14:54:33,70,212,140,A,-0.4578,0.9922,34.7S,31.2W,63,340,31,00m44s,2017-02-26 14:54:33,2017-02-26T14:54:33.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",337.141,-0.917535,337.955,-0.000661592
9546,2017 August 21,18:26:40,70,218,145,T,0.4367,1.0306,37.0N,87.7W,64,198,115,02m40s,2017-08-21 18:26:40,2017-08-21T18:26:40.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",148.222,-0.475672,148.631,-0.0032753
9547,2018 February 15,20:52:33,71,224,150,P,-1.2116,0.5991,71.0S,0.6E,0,228,,,2018-02-15 20:52:33,2018-02-15T20:52:33.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",326.214,-1.42922,326.866,0.000296669
9548,2018 July 13,03:02:16,71,229,117,P,-1.3542,0.3365,67.9S,127.4E,0,8,,,2018-07-13 03:02:16,2018-07-13T03:02:16.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",111.297,-2.08518,110.439,-0.0040327
9549,2018 August 11,09:47:28,71,230,155,P,1.1476,0.7368,70.4N,174.5E,0,321,,,2018-08-11 09:47:28,2018-08-11T09:47:28.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",138.758,0.775228,138.429,-0.00237151
9550,2019 January 6,01:42:38,71,235,122,P,1.1417,0.7145,67.4N,153.6E,0,178,,,2019-01-06 01:42:38,2019-01-06T01:42:38.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",285.602,0.598002,285.163,0.00129372
9551,2019 July 2,19:24:08,71,241,127,T,-0.6466,1.0459,17.4S,109.0W,50,359,201,04m33s,2019-07-02 19:24:08,2019-07-02T19:24:08.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",99.8932,-1.46683,100.358,-0.00455697
9552,2019 December 26,05:18:53,72,247,132,A,0.4135,0.9701,1.0N,102.3E,66,184,118,03m40s,2019-12-26 05:18:53,2019-12-26T05:18:53.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",274.545,-0.242782,273.841,0.000968835
9553,2020 June 21,06:41:15,72,253,137,Am,0.1209,0.9940000000000001,30.5N,79.7E,83,174,21,00m38s,2020-06-21 06:41:15,2020-06-21T06:41:15.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",90.7017,-0.395404,90.0729,-0.00395902
9554,2020 December 14,16:14:39,72,259,142,T,-0.2939,1.0254,40.3S,67.9W,73,10,90,02m10s,2020-12-14 16:14:39,2020-12-14T16:14:39.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",262.168,-1.03172,262.843,0.000778796
9555,2021 June 10,10:43:07,72,265,147,A,0.9152,0.9435,80.8N,66.8W,23,90,527,03m51s,2021-06-10 10:43:07,2021-06-10T10:43:07.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",79.4654,0.491391,79.4802,-0.00352506
9556,2021 December 4,07:34:38,73,271,152,T,-0.9526,1.0367,76.8S,46.2W,17,115,419,01m54s,2021-12-04 07:34:38,2021-12-04T07:34:38.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",252.653,-1.71865,252.057,0.000812117
9557,2022 April 30,20:42:36,73,276,119,P,-1.1901,0.6396,62.1S,71.5W,0,304,,,2022-04-30 20:42:36,2022-04-30T20:42:36.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",39.6779,-1.67451,40.1696,-0.00364426
9558,2022 October 25,11:01:20,73,282,124,P,1.0701,0.8619,61.6N,77.4E,0,244,,,2022-10-25 11:01:20,2022-10-25T11:01:20.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",212.075,0.272171,211.692,-0.000165518
9559,2023 April 20,04:17:56,73,288,129,H,-0.3952,1.0132,9.6S,125.8E,67,334,49,01m16s,2023-04-20 04:17:56,2023-04-20T04:17:56.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",29.9474,-1.27174,29.5146,-0.00402046
9560,2023 October 14,18:00:41,74,294,134,A,0.3753,0.9520000000000001,11.4N,83.1W,68,208,187,05m17s,2023-10-14 18:00:41,2023-10-14T18:00:41.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",200.482,-0.458249,200.795,-0.000729543
9561,2024 April 8,18:18:29,74,300,139,T,0.3431,1.0566,25.3N,104.1W,70,149,198,04m28s,2024-04-08 18:18:29,2024-04-08T18:18:29.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",18.1138,-0.0641728,19.0552,-0.00233801
9562,2024 October 2,18:46:13,74,306,144,A,-0.3509,0.9326,22.0S,114.5W,69,31,266,07m25s,2024-10-02 18:46:13,2024-10-02T18:46:13.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",189.398,-1.09082,189.712,-0.00115611
9563,2025 March 29,10:48:36,75,312,149,P,1.0405,0.9376,61.1N,77.1W,0,83,,,2025-03-29 10:48:36,2025-03-29T10:48:36.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",8.36677,0.411441,8.6382,-0.00238532
9564,2025 September 21,19:43:04,75,318,154,P,-1.0651,0.855,60.9S,153.5E,0,89,,,2025-09-21 19:43:04,2025-09-21T19:43:04.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",178.419,-1.7546,178.713,-0.00208771
9565,2026 February 17,12:13:06,75,323,121,A,-0.9743,0.963,64.7S,86.8E,12,268,616,02m20s,2026-02-17 12:13:06,2026-02-17T12:13:06.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",328.164,-1.62099,328.465,-0.000225886
9566,2026 August 12,17:47:06,75,329,126,T,0.8977,1.0386,65.2N,25.2W,26,248,294,02m18s,2026-08-12 17:47:06,2026-08-12T17:47:06.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",139.308,0.00313072,139.661,-0.00395629
9567,2027 February 6,16:00:48,76,335,131,A,-0.2952,0.9281,31.3S,48.5W,73,334,282,07m51s,2027-02-06 16:00:48,2027-02-06T16:00:48.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",316.5,-0.721429,317.242,0.00101361
9568,2027 August 2,10:07:50,76,341,136,T,0.1421,1.079,25.5N,33.2E,82,202,258,06m23s,2027-08-02 10:07:50,2027-08-02T10:07:50.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",129.9,-0.253336,129.527,-0.00346577
9569,2028 January 26,15:08:59,76,347,141,A,0.3901,0.9208,3.0N,51.5W,67,161,323,10m27s,2028-01-26 15:08:59,2028-01-26T15:08:59.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",305.06,-0.205657,305.779,0.00115957
9570,2028 July 22,02:56:40,77,353,146,T,-0.6056,1.056,15.6S,126.7E,53,17,230,05m10s,2028-07-22 02:56:40,2028-07-22T02:56:40.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",120.121,-1.26534,119.437,-0.00460085
9571,2029 January 14,17:13:48,77,359,151,P,1.0553,0.8714,63.7N,114.2W,0,145,,,2029-01-14 17:13:48,2029-01-14T17:13:48.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",293.563,0.495481,294.415,0.00211126
9572,2029 June 12,04:06:13,77,364,118,P,1.2943,0.4576,66.8N,66.2W,0,355,,,2029-06-12 04:06:13,2029-06-12T04:06:13.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",81.7927,0.47857,81.077,-0.00566682
9573,2029 July 11,15:37:19,77,365,156,P,-1.4191,0.2303,64.3S,85.6W,0,30,,,2029-07-11 15:37:19,2029-07-11T15:37:19.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",108.538,-1.95608,109.197,-0.0050623
9574,2029 December 5,15:03:58,77,370,123,P,-1.0609,0.8911,67.5S,135.7E,0,177,,,2029-12-05 15:03:58,2029-12-05T15:03:58.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",252.926,-1.9266,253.338,0.00166053
9575,2030 June 1,06:29:13,78,376,128,A,0.5626,0.9443,56.5N,80.1E,55,176,250,05m21s,2030-06-01 06:29:13,2030-06-01T06:29:13.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",70.9972,-0.0850393,70.4056,-0.00546917
9576,2030 November 25,06:51:37,78,382,133,T,-0.3867,1.0468,43.6S,71.2E,67,7,169,03m44s,2030-11-25 06:51:37,2030-11-25T06:51:37.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",243.433,-1.03647,242.601,0.00218807
9577,2031 May 21,07:16:04,78,388,138,A,-0.19699999999999998,0.9589,8.9N,71.7E,79,354,152,05m26s,2031-05-21 07:16:04,2031-05-21T07:16:04.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",60.0638,-0.777776,59.6274,-0.00525732
9578,2031 November 14,21:07:31,79,394,143,H,0.3078,1.0106,0.6S,137.6W,72,189,38,01m08s,2031-11-14 21:07:31,2031-11-14T21:07:31.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",231.624,-0.215623,231.837,0.00211303
9579,2032 May 9,13:26:42,79,400,148,A,-0.9375,0.9957,51.3S,7.1W,20,345,44,00m22s,2032-05-09 13:26:42,2032-05-09T13:26:42.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",48.4362,-1.25852,49.0182,-0.00429334
9580,2032 November 3,05:34:13,79,406,153,P,1.0643,0.8554,70.4N,132.6E,0,218,,,2032-11-03 05:34:13,2032-11-03T05:34:13.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",221.623,0.567146,220.889,0.00195636
9581,2033 March 30,18:02:36,80,411,120,T,0.9778,1.0462,71.3N,155.8W,11,111,781,02m37s,2033-03-30 18:02:36,2033-03-30T18:02:36.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",9.04715,0.605582,9.8775,-0.002058
9582,2033 September 23,13:54:31,80,417,125,P,-1.1583,0.6890000000000001,72.2S,121.2W,0,91,,,2033-09-23 13:54:31,2033-09-23T13:54:31.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",180.348,-1.7999,180.382,-0.00173386
9583,2034 March 20,10:18:45,80,423,130,T,0.2894,1.0458,16.1N,22.2E,73,162,159,04m09s,2034-03-20 10:18:45,2034-03-20T10:18:45.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",359.327,-0.44133,359.395,-0.00235228
9584,2034 September 12,16:19:28,81,429,135,A,-0.3936,0.9736,18.2S,72.6W,67,18,102,02m58s,2034-09-12 16:19:28,2034-09-12T16:19:28.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",169.194,-1.21094,169.496,-0.00256568
9585,2035 March 9,23:05:54,81,435,140,A,-0.4368,0.9919,29.0S,154.9W,64,340,31,00m48s,2035-03-09 23:05:54,2035-03-09T23:05:54.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",348.387,-0.954187,348.707,-0.000977867
9586,2035 September 2,01:56:46,81,441,145,T,0.3727,1.032,29.1N,158.0E,68,199,116,02m54s,2035-09-02 01:56:46,2035-09-02T01:56:46.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",159.643,-0.160559,158.965,-0.00260848
9587,2036 February 27,04:46:49,82,447,150,P,-1.1942,0.6286,71.6S,131.4W,0,242,,,2036-02-27 04:46:49,2036-02-27T04:46:49.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",337.927,-1.88699,337.659,-0.000638003
